codigo_postal,municipio_id,nombre_entidad_singular
27112,27018,VILARFRUXILDE
27113,27018,"VILAR DA CUIÑA (O)"
27113,27035,VILAGUDIN
27114,27018,XEGUNDE
27115,27018,"VILARON (O)"
27116,27018,"VILAR DE SUCARRAL"
27117,27018,XUNQUEIRA
27118,27018,"VILARIN DE RIBA"
27120,27011,CASTROVERDE
27122,27011,VILABADE
27123,27011,PEREIRA
27124,27011,VILACOTE
27125,27011,URIZ
27126,27011,SERES
27127,27011,REBORDAOS
27128,27011,"CABANELA (A)"
27129,27011,POZOS
27130,27004,VILASELLE
27131,27004,VILELA
27132,27004,TEILALLE
27133,27004,"SOLLIO (O)"
27134,27018,SUDROS
27135,27018,"VEIGAS (AS)"
27136,27018,TEIXEIRA
27140,27028,"VILAR DE CUCOS"
27141,27028,"TELLADO (O)"
27142,27011,SOUTOMERILLE
27143,27011,"SANTA XULIANA"
27144,27011,"OUTEIRO DAS VELLAS"
27145,27014,VILACORBE
27146,27011,"SOUTO DE TORRES"
27146,27028,"PONDELO (O)"
27150,27039,"ROZAS (AS)"
27151,27039,"SAN MARCOS"
27152,27023,"SAN XILLAO"
27152,27039,"SALETA (A)"
27153,27039,"XUNTO DA IGREXA"
27154,27039,"URBANIZACION SALETE (O)"
27155,27039,PASCUAIS
27156,27020,"VILAR (O)"
27157,27039,VILARELLE
27160,27028,"PENA (A)"
27161,27028,"CASILLA (A)"
27162,27014,"MUIÑOS (OS)"
27163,27014,UZAL
27164,27014,VALVERDE
27166,27011,PORCIN
27168,27014,"SAN MARTIN DE PERLIÑOS"
27169,27028,LUGO
27170,27049,PORTOMARIN
27177,27049,"VILAR (O)"
27178,27049,VILARBASIN
27179,27049,"SAN PEDRO"
27180,27028,"TORRE (A)"
27181,27023,"MOTA (A)"
27181,27028,VILALVITE
27182,27028,"SILVA (A)"
27183,27023,ZOLLE
27184,27023,OUTEIRO
27185,27023,PRADOS
27185,27028,"VAL (O)"
27186,27023,PIÑEIRAS
27187,27049,VIGO
27188,27028,VILAMOURE
27188,27049,TOXIBO
27190,27014,VILACHA
27190,27028,"ESTRADA (A)"
27191,27028,VILADONEGA
27192,27028,"MONTE SARTEGO"
27200,27040,PENELA
27203,27040,VILOUCHADA
27204,27040,"COVELA (A)"
27205,27040,"VACARIZA (A)"
27206,27040,"OUTEIRO (O)"
27207,27040,"PONTE MERCE (A)"
27208,27040,PENASEDOIRA
27209,27040,MOURICES
27210,27023,"PRADEDO DE ARRIBA"
27210,27028,"MONTE DE MEDA"
27211,27023,VILARMAO
27212,27049,VIGO
27213,27049,"VILAR DE ARRIBA (O)"
27214,27049,"SOENGAS DE ARRIBA"
27215,27032,VILANOVA
27216,27040,LUXILDE
27217,27040,"SAN MARTIÑO"
27220,27020,FRIOL
27220,27048,"PONTENOVA (A)"
27226,27020,VILARMENDE
27227,27020,"FOXO (O)"
27228,27020,CAMPELO
27229,27020,"VILAR (O)"
27230,27028,TORIBLE
27231,27028,"GRAMELA (A)"
27232,27028,VIGO
27233,27023,VILARCABREIRO
27233,27028,"TRAS DO CASTRO"
27234,27017,"SEOANE DO COUREL"
27234,27023,SIRVIAN
27235,27020,TRALACORDA
27240,27029,"CERCADO (O)"
27241,27029,"VILAR DA COROTA (O)"
27243,27053,SEOANE
27244,27053,"CANGOS (OS)"
27245,27053,SOUTELO
27246,27044,"VILAR (O)"
27247,27029,VILAXUSO
27247,27046,VILAMIDE
27248,27044,"VEIGA (A)"
27250,27010,"TOUREDAL (O)"
27256,27010,"VEREDA (A)"
27257,27010,"VILAR (O)"
27258,27010,"CASAS NOVAS (AS)"
27259,27010,SALCEDO
27260,27010,"TORRE (A)"
27266,27010,"VALES (OS)"
27267,27010,XESTO
27268,27010,SA
27269,27010,"CEPETAL (O)"
27270,27046,VILAVELLA
27271,27010,"SANTA COMBA"
27272,27046,VILARIGO
27273,27046,XERBOLES
27274,27046,"VALIN DAS TRABAS"
27275,27046,VALINCOVO
27276,27004,"XESTEIRA (A)"
27277,27004,"SAN ROMAO"
27278,27004,VILARES
27279,27046,LAGA
27280,27046,"VILASUSA (A)"
27283,27046,VILAXILDE
27286,27044,"VIAS (OS)"
27287,27044,"MELLE (O)"
27289,27010,"SANTALLA DO MEDIO"
27289,27028,"DORNAS (AS)"
27290,27028,CURUTELO
27293,27011,"MEDA (A)"
27293,27028,VILARVENTE
27294,27028,TOIRIZ
27296,27028,"DEVESA (A)"
27297,27028,"ILLAS (AS)"
27298,27028,"ESTRADA DA CORUÑA"
27299,27020,"SOBRADO (O)"
27299,27028,VILAVERDE
27300,27022,GUITIRIZ
27305,27022,TARULLE
27306,27022,"VENTISCA (A)"
27307,27022,"TORRE (A)"
27308,27022,"LOBATEIRAS (AS)"
27309,27022,RIOSECO
27310,27052,"VEIGA (A)"
27317,27052,TORBEO
27318,27052,SOUTORDEI
27320,27050,"VEIGUIÑA (A)"
27324,27017,"SEOANE DO COUREL"
27325,27017,VILAR
27326,27017,BALDOMIR
27327,27017,"SANTA EUFEMIA"
27328,27017,VISUÑA
27328,27050,VILARBACU
27329,27050,VILARMEL
27330,27047,"POBRA DO BROLLON (A)"
27331,27047,ABRENCE
27332,27047,"SANTO ADRIAN"
27333,27047,CORTIÑAS
27334,27047,SANTIORXO
27335,27047,VALDOLIDE
27336,27047,FERREIROS
27338,27047,SALCEDO
27339,27017,"MAZO SANTIGOSO"
27339,27047,"RIO DE BOIS"
27340,27008,BOVEDA
27341,27024,"SANTA CRUZ DO OURAL"
27342,27024,POUSADA
27343,27008,VILABOA
27344,27008,MOSTEIRO
27345,27024,VILASOUTO
27346,27024,VITESES
27347,27024,TRASCASTRO
27347,27047,OUTARA
27348,27024,BARBAIN
27349,27008,"FOLGUEDAS (AS)"
27350,27008,"PACIO DO RIO"
27359,27008,VILARBUXAN
27360,27026,"POBRA DE SAN XIAO (A)"
27362,27043,REASCOS
27363,27043,VILEIRIZ
27364,27043,"SANTA CRUZ"
27366,27026,VILASUSO
27367,27026,"SAN PAIO"
27368,27026,"MATO (O)"
27369,27026,"SAN COSMEDE"
27369,27043,VILAMAIOR
27370,27007,RIOCOVO
27370,27056,RABADE
27372,27007,VILARIÑO
27372,27022,"IGREXA (A)"
27373,27007,"PONTE (A)"
27373,27039,"SAN TOME"
27374,27039,"MATO (O)"
27375,27007,"VILA (A)"
27375,27015,VILOURIZ
27375,27065,"IGREXA (A)"
27376,27015,"XUNTO DA IGREXA"
27377,27015,MUIMENTA
27378,27015,"TOXEIRO (O)"
27379,27015,TORRILLON
27380,27022,SAA
27388,27022,TOAR
27389,27022,XIMARAS
27390,27050,VILASTER
27391,27047,"PONTE (A)"
27391,27050,CONCEADO
27392,27057,TEIVENTE
27400,27022,GUITIRIZ
27400,27031,"MONFORTE DE LEMOS"
27410,27031,"RAMOS (OS)"
27411,27031,MONTECELO
27412,27031,"SENRA (A)"
27413,27031,COSTANEIRO
27413,27047,VILACHA
27414,27031,"VEIGA (A)"
27415,27031,VILAMARIN
27416,27031,MATELAS
27417,27031,REBOREDO
27418,27031,XUNQUEIRA
27419,27031,DISTRIZ
27419,27041,SEGADE
27420,27031,"LAGOA (A)"
27421,27059,"RIBA (A)"
27422,27059,"LAMA (A)"
27423,27059,"PIANTIÑA (A)"
27424,27059,"BIDUAL (O)"
27425,27059,XANIMOL
27430,27041,"SIOS DE ABAIXO"
27437,27041,"VILA DO MATO (A)"
27438,27041,VILAR
27439,27041,RUBIAS
27440,27059,"SANTA BAIA"
27450,27041,VILAMELLE
27460,27059,CORVELLE
27466,27059,RIBAS
27468,27059,"ROXO (O)"
27469,27059,"QUINTAS (AS)"
27470,27041,VILAMIRON
27500,27016,CHANTADA
27510,27016,URIZ
27511,27016,"SAN MIGUEL"
27512,27016,"VILAR DE EIRIZ"
27513,27016,"CASAS (AS)"
27514,27016,VILAVER
27515,27016,SOUTARIZ
27515,27032,"CUMBRAOS DE ABAIXO"
27516,27016,VIDAL
27517,27016,VILAMEA
27518,27016,LAMASENDIN
27519,27016,VILARDAMOS
27520,27009,"SAN PAIO"
27527,27009,"VAL DO ARADO"
27528,27009,"VAO (O)"
27529,27009,"PEREIRO (O)"
27530,27009,"TAPADA (A)"
27531,27009,VIÑAS
27532,27009,ERBEDEIRO
27533,27009,"TOUZA (A)"
27533,27016,XEDIVE
27540,27058,ESCAIRON
27543,27058,TRIGAS
27544,27058,TROIFIL
27545,27058,TRASMIL
27546,27058,VILACAIZ
27547,27058,"VEIGA (A)"
27548,27058,VILAR
27549,27041,TRIBAS
27549,27058,VILASANTE
27550,27060,TABOADA
27554,27060,FRADE
27555,27060,TOLDAO
27556,27060,FRIAMONDE
27557,27060,XIAN
27558,27060,VILAMEÑE
27559,27060,"VIDEIRA (A)"
27560,27032,"TARRIO DE BUXERGOS"
27568,27032,SATREXAS
27569,27032,"SAN LOURENZO"
27570,27003,"CARBALLO (O)"
27576,27003,RECECENDES
27577,27003,MARTIN
27578,27003,VILASION
27579,27003,PEDROUZOS
27590,27031,"GANDARA (A)"
27591,27031,PAREDES
27592,27031,VENTRESCAS
27592,27041,VIÑAS
27593,27041,TOIRIZ
27594,27058,"TOURAL (O)"
27595,27016,VEIGA
27596,27060,"CRUZ (A)"
27600,27057,SARRIA
27610,27057,MUNDIN
27611,27042,"SANTA MARTA"
27612,27042,TOIMIL
27612,27057,"PINZA (A)"
27613,27057,VILAMAIOR
27614,27026,"REZA (A)"
27614,27057,"VEIGA (A)"
27615,27026,TOLDAOS
27615,27057,SETEVENTOS
27616,27057,VILEI
27617,27057,TOSAL
27618,27057,"ACEA DE ARRIBA (A)"
27619,27057,LOUSEIRO
27620,27055,VILADETRES
27623,27055,"SANTA MARIÑA"
27624,27055,FREIXO
27625,27055,"SAN CRISTOVO"
27626,27055,"VILAR DO ROBLEDO"
27627,27055,ZOO
27628,27055,VILAMEA
27630,27062,TRIACASTELA
27631,27055,"SAN XIL"
27631,27062,"SAN PEDRO DO ERMO"
27632,27062,VILAVELLA
27633,27043,"CAL (A)"
27633,27055,"SAN PAIO"
27634,27062,"MONTE (O)"
27635,27055,TEIBILIDE
27636,27055,SANCOVADE
27637,27057,MEZUR
27638,27055,"VEIGA (A)"
27639,27062,VILARCE
27640,27006,LAMAS
27646,27037,VILAESTEVA
27647,27006,TORTES
27648,27006,SARCEADA
27649,27006,GUILLEN
27650,27006,BECERREA
27650,27034,"PROBA (A)"
27651,27034,VILARGUENDE
27652,27034,TRASERRA
27653,27034,VILELA
27654,27034,"RIBEIRA (A)"
27655,27034,SAVANE
27656,27034,VILARES
27657,27034,VILARGOIDE
27658,27034,SINADA
27659,27012,VILARNOVO
27659,27034,VIRIGO
27660,27006,TUCENDE
27661,27006,VILAIZ
27661,27012,ORBAN
27662,27012,VILAVER
27663,27006,VILAMANE
27664,27006,"PONTES DE GATIN (AS)"
27664,27012,SEIXAS
27665,27012,"SANTA MARIÑA"
27666,27012,VILASPASANTES
27667,27012,PRADELA
27668,27006,"VILAR DE FRADES"
27670,27045,"PEDRAFITA DO CEBREIRO"
27671,27045,ZANFOGA
27672,27045,"VAL DE FARIÑA"
27673,27045,SEIXO
27675,27037,"SILVELA (A)"
27676,27037,VILARIN
27677,27006,TORALLO
27677,27012,"PINTINIDOIRA (A)"
27677,27037,VILAICENTE
27678,27006,MORCELLE
27679,27006,"VILAR DE OUSON"
27680,27901,CARBALLEDO
27685,27901,VILARPUNTEIRO
27686,27901,"SANTO ESTEVO"
27687,27901,TEIXEIRA
27688,27901,VILARELLO
27689,27901,VILAMEIXE
27690,27057,"SANTO ANTOLIN"
27691,27026,VILOUZAN
27692,27026,"FURCO DA MEDA (O)"
27693,27026,"VILELA DE ABAIXO"
27694,27006,"VILOUTA DE ARRIBA"
27695,27006,"CARUNCHADA (A)"
27695,27901,VILACHA
27696,27901,SOUTO
27697,27901,"CASAR DE MONIN"
27698,27006,REGOSMIL
27699,27026,VILESTEVA
27700,27051,RIBADEO
27700,27063,FERREIRA
27710,27051,"ESPIN (O)"
27711,27051,"XUNQUEIRA (A)"
27712,27051,VILAUSENDE
27713,27051,"ESTACION FEVE"
27714,27051,SOMO
27715,27051,RINLO
27720,27048,SALDOIRA
27721,27048,VILARGONDURFE
27722,27048,MUIÑOU
27723,27048,XUDAN
27724,27048,VILARMIRON
27725,27048,XINZO
27726,27048,"SANTO ESTEVO (O)"
27727,27048,VILAOURUZ
27728,27048,"VILAR (O)"
27729,27048,VILAOUDRIZ
27730,27001,VILASEÑOR
27737,27001,"VALIÑA DE FREIRE (A)"
27738,27001,"XESTA (A)"
27740,27030,MONDOÑEDO
27742,27030,BIDUEIRAS
27743,27054,"VILAR DE SANTIAGO (O)"
27744,27054,"VEIGA (A)"
27745,27054,"ESPASANDE DE ARRIBA"
27747,27030,"VILAR (O)"
27748,27030,"VALORIA (A)"
27749,27030,XERCIDO
27750,27027,VILAR
27751,27027,"VEIGA DE SAN TOME"
27752,27030,VILAVERDE
27760,27027,PAINZAS
27765,27061,"VAL DAS EGUAS (O)"
27766,27061,VILARBETOTE
27767,27061,VILAPENA
27768,27061,"FORNEA (A)"
27770,27063,"REIRADO (O)"
27773,27002,"ENXAMEADO (O)"
27774,27002,"SOUTO (O)"
27775,27002,RUBEIRO
27776,27002,SOLBEIRA
27777,27063,SOUTIÑO
27778,27002,"TEIXOEIRAS (AS)"
27778,27063,RIOBO
27779,27063,"PENA (A)"
27780,27019,FOZ
27785,27019,VILATUIXE
27786,27019,VALMAIOR
27787,27019,VILELA
27788,27019,ESCANLAR
27789,27019,FAZOURO
27790,27005,PALLARES
27791,27030,SUAIGREXA
27792,27005,BENQUERENCIA-PRAIA
27793,27005,"SAN MIGUEL-PRAIA"
27794,27005,REINANTE-PRAIA
27796,27051,"BARRAL (O)"
27797,27051,"SIÑEIRA (A)"
27798,27005,"VILAMARTIN PEQUENO"
27800,27065,VILALBA
27810,27065,"PENAS CORVEIRAS"
27811,27065,"CURRO (O)"
27812,27065,"CASTRO (O)"
27813,27065,"SAPEIRA (A)"
27814,27065,REBOUTAS
27815,27065,FONTARRAÑA
27816,27065,"CARBALLAL (O)"
27817,27033,TABOI
27818,27065,VILAMARTIN
27820,27065,TRIMAZ
27821,27065,"XESTAL (O)"
27822,27065,"VILAR DO SECO (O)"
27823,27065,XURBAL
27824,27021,"SILVELA (A)"
27825,27065,PENATOME
27826,27021,"ZALAROIA (A)"
27830,27065,VILAXOAN
27832,27021,VILACIDE
27833,27021,XERMADE
27834,27021,VILACIDE
27835,27021,"VILAR (O)"
27836,27033,LICENCIA
27837,27033,"PEREIRA (A)"
27840,27065,REBOIROS
27841,27065,VILAFURADA
27842,27065,VACARIZA
27843,27001,"VERDES (OS)"
27843,27065,SAMIL
27845,27001,VILATAN
27849,27001,PONTERROXAL
27850,27066,PORTOCHAO
27860,27064,XILLOI
27861,27064,VILELA
27861,27066,VENTOSELLE
27863,27066,FARO
27864,27066,"BARREIROS DE ABAIXO"
27865,27033,PIOCORTO
27865,27038,VILALVERDE
27866,27038,"XUNCAS (OS)"
27866,27066,"BARRAL DE ARRIBA (O)"
27867,27038,"VILA VELLA"
27867,27066,REQUEIXO
27868,27064,"VILAR (O)"
27869,27066,SUA-LAVANDEIRA
27870,27025,XOVE
27876,27025,"PORTIÑO (O)"
27877,27025,"VARA (A)"
27878,27025,"TORRE (A)"
27879,27025,PALMEIRO
27880,27902,BURELA
27888,27013,FIGUEIRIDO
27889,27013,VILAESTROFE
27890,27013,"SAN CIBRAO"
27891,27013,SARGADELOS
27892,27019,"SISTO (O)"
27893,27019,BREA
28000,28079,MADRID
28001,28079,MADRID
28002,28079,MADRID
28003,28079,MADRID
28004,28079,MADRID
28005,28079,MADRID
28006,28079,MADRID
28007,28079,MADRID
28008,28079,MADRID
28009,28079,MADRID
28010,28079,MADRID
28011,28079,MADRID
28012,28079,MADRID
28013,28079,MADRID
28014,28079,MADRID
28015,28079,MADRID
28016,28079,MADRID
28017,28079,MADRID
28018,28079,MADRID
28019,28079,MADRID
28020,28079,MADRID
28021,28079,MADRID
28022,28079,MADRID
28023,28079,MADRID
28024,28079,MADRID
28024,28115,"ARROYO MEAQUES"
28025,28079,MADRID
28026,28079,MADRID
28027,28079,MADRID
28028,28079,MADRID
28029,28079,MADRID
28030,28079,MADRID
28031,28079,MADRID
28032,28079,MADRID
28033,28079,MADRID
28034,28079,MADRID
28035,28079,MADRID
28036,28079,MADRID
28037,28079,MADRID
28038,28079,MADRID
28039,28079,MADRID
28040,28079,MADRID
28041,28079,MADRID
28042,28079,MADRID
28043,28079,MADRID
28044,28079,MADRID
28045,28079,MADRID
28046,28079,MADRID
28047,28079,MADRID
28048,28079,MADRID
28049,28079,MADRID
28050,28079,MADRID
28051,28079,MADRID
28052,28079,MADRID
28053,28079,MADRID
28054,28079,MADRID
28055,28079,MADRID
28100,28006,ALCOBENDAS
28108,28006,ALCOBENDAS
28109,28006,ALCOBENDAS
28110,28009,"DEHESA NUEVA"
28120,28009,ALGETE
28120,28045,"PUEBLAS (LAS)"
28124,28124,"ROBLEDILLO DE LA JARA"
28130,28162,MIRAVAL
28140,28059,ADOBERAS
28150,28164,"MIRADOR (EL)"
28160,28145,"MORALEJA (LA)"
28170,28163,"COTO DE SAN BENITO"
28180,28151,"TOMILLARES (LOS)"
28189,28016,"ATAZAR (EL)"
28189,28107,"PATONES DE ARRIBA"
28189,28153,"SOTO (EL)"
28190,19067,"PEÑALBA DE LA SIERRA"
28190,28088,"CHAPARRAL (EL)"
28190,28118,"PUEBLA DE LA SIERRA"
28191,28069,"HIRUELA (LA)"
28191,28071,"HORCAJUELO DE LA SIERRA"
28191,28117,"PRADENA DEL RINCON"
28192,28021,"DEHESA BOYAL"
28193,28039,"CERCADOS (LOS)"
28194,28020,"LLANILLOS (LOS)"
28194,28124,"VILLAR (EL)"
28195,28902,"SERRADA DE LA FUENTE"
28196,28902,"PRESA DE PUENTES VIEJAS"
28200,28131,"JURISDICCION (LA)"
28210,28095,"CERRO ALARCON"
28210,28160,VALDEMORILLO
28211,28054,"ESCORIAL (EL)"
28212,28095,"BARRANCOS (LOS)"
28213,28042,"VALLE DEL SOL"
28214,28056,"FRESNEDILLAS DE LA OLIVA"
28219,28054,"ESCORIAL (EL)"
28220,28080,MAJADAHONDA
28221,28080,MAJADAHONDA
28222,28080,MAJADAHONDA
28223,28115,"HUMERA-SOMOSAGUAS-PRADO D"
28224,28115,"POZUELO DE ALARCON"
28229,28177,"VEGAS - SANTA MARIA (LAS)"
28231,28127,"ROZAS DE MADRID (LAS)"
28232,28127,"DEHESA (LA)"
28240,28072,"HOYO DE MANZANARES"
28248,28072,BERZOSA
28250,28061,"FUENTE LA TEJA"
28250,28152,TORRELODONES
28260,28061,GALAPAGAR
28270,28044,COLMENAREJO
28270,28061,"RANCHOS (LOS)"
28280,28054,"GRANJILLA (LA)"
28290,28127,"MATAS-PINAR-MONTE ROZAS"
28292,28054,NAVALQUEJIGO
28292,28061,ESPAÑA
28293,28183,"MORALES (LOS)"
28294,28125,"ROBLEDO DE CHAVELA"
28295,28159,"RIO (EL)"
28296,28135,"CEPEDA (LA)"
28297,28135,"UMBRIA DE LOS GALLEGOS"
28300,28013,"MONTAÑA (LA)"
28320,28113,"ARENAS (LAS)"
28330,28132,VALLEQUILLAS
28340,28161,VALDEMORO
28341,28161,VALDEMORO
28342,28161,VALDEMORO
28343,28161,VALDEMORO
28350,28040,CIEMPOZUELOS
28359,28147,"VEGA (LA)"
28360,28170,VILLACONEJOS
28370,28052,CHINCHON
28380,28043,VALDEGUERRA
28390,28019,"BELMONTE DE TAJO"
28391,28157,VALDELAGUNA
28400,28047,"ESTACION (LA)"
28400,28061,"POCILLO (EL)"
28410,28082,"MANZANARES EL REAL"
28411,28090,"BERROCAL (EL)-RETAMAR (EL"
28412,28023,"POZUELOS (LOS)"
28413,28023,"BOALO (EL)"
28420,28061,"NAVATA (LA)"
28430,28010,"NEGRALES-LOS LLANOS (LOS)"
28440,28068,"JAROSA (LA)"
28450,28046,"BARRIZALES (LOS)"
28460,28087,"MOLINOS (LOS)"
28470,28038,"DEHESAS (LAS)"
28470,28082,"BOLA DEL MUNDO (LA)"
28480,28068,TABLADA
28490,28018,"NAVAHUERTA Y LAS TEJONERA"
28491,28093,"ALMORCHONES (LOS)"
28492,28023,"BERROCAL II (EL)"
28492,28082,"BERROCAL (EL)"
28500,28014,ARGANDA
28510,28033,"CAMPO REAL"
28511,28165,VALDILECHA
28512,28179,"VILLAR DEL OLMO"
28514,28100,"EUROVILLAS-LAS VILLAS"
28514,28179,EUROVILLAS
28515,28101,"OLMEDA DE LAS FUENTES"
28521,28123,RIVAS-VACIAMADRID
28522,28123,"PARTIJA-SANTA MONICA (LA)"
28523,28123,"PARTIJA-SANTA MONICA (LA)"
28524,28123,"CAÑADA REAL DE LA GALIANA"
28530,28091,"VALLE (EL)"
28540,28110,"VEGUILLA (LA)"
28550,28146,"VEGA (LA)"
28560,28035,CARABAÑA
28570,28102,"VEGA (LA)"
28580,28011,"VEGA (LA)"
28590,28180,"VILLAREJO DE SALVANES"
28594,28155,FUENSAUCO
28595,28055,"CAMPETON (EL)"
28596,28025,"MONTE ROBLEDAL"
28597,28060,"VISOS Y LAS DEHESAS (LOS)"
28598,28173,"VEGA DE LOS BODEGONES"
28600,28096,MANCIGORDO
28607,28004,"CAMINO DE BATRES"
28609,28141,"MANANTIALES (LOS)"
28609,28175,"MERCADAS (LAS)"
28609,28178,VALDETABLAS
28610,28174,"OLIVOS (LOS)"
28610,28175,VILLAMANTILLA
28620,28008,"CANCHOS (LOS)"
28630,28171,"VILLA DEL PRADO"
28635,28092,MOSTOLES
28640,28031,"VALLE DE LA DEHESA"
28648,28031,ENTREPINOS
28649,28128,"VENTA DEL COJO"
28650,28037,CENICIENTOS
28660,28022,"BOADILLA DEL MONTE"
28670,28181,"DEHESA DEL SOTILLO"
28680,28133,"S MARTIN DE VALDEIGLESIAS"
28690,28026,"BARRANCA (LA)"
28691,28176,"VILLANUEVA DE LA CAÑADA"
28692,28176,"VILLAFRANCA DEL CASTILLO"
28693,28119,"MORALES (LOS)"
28694,28051,VALQUIGOSO
28695,28099,"SANTA ANA"
28696,28109,"PELAYOS DE LA PRESA"
28700,28134,"S SEBASTIAN DE LOS REYES"
28701,28134,"S SEBASTIAN DE LOS REYES"
28702,28134,"S SEBASTIAN DE LOS REYES"
28703,28134,"S SEBASTIAN DE LOS REYES"
28706,28134,"CLUB DE CAMPO"
28707,28045,"PUEBLAS (LAS)"
28707,28134,CIUDALCAMPO
28708,28134,"FUENTE DEL FRESNO"
28709,28134,VALDELAMASA
28710,28086,"LLANOS Y REMOLINOS (LOS)"
28720,28028,"PESQUERA - EL PORNOSO"
28721,28029,"LAGUNAZOS (LOS)"
28721,28121,REDUEÑA
28722,28168,"CALVERO (EL)"
28723,28108,"MINA (LA)"
28729,28094,"VIÑAS (LAS)"
28729,28158,"HOYA (LA)"
28729,28169,"ROSALES (LOS)"
28730,28027,"BUITRAGO DEL LOZOYA"
28737,28024,BRAOJOS
28737,28064,"REDONDO DE ARRIBA"
28737,28114,QUIÑONES
28737,28138,"SERNA DEL MONTE (LA)"
28739,28062,"ERAS DEL SOTO (LAS)"
28739,28063,"ESTACION (LA)"
28739,28097,"SOLANILLA (LA)"
28739,28182,"SOLANILLA (LA)"
28740,28120,"GRIFOS (LOS)"
28742,28003,"ALAMEDA DEL VALLE"
28742,28076,"GRANJA (LA)"
28743,28034,CANENCIA
28743,28062,CAÑIZUELA
28749,28112,"PINILLA DEL VALLE"
28749,28120,RASCAFRIA
28750,28045,"PUEBLAS (LAS)"
28750,28129,"SAN AGUSTIN DEL GUADALIX"
28750,28131,"SAN LORENZO DE EL ESCORIA"
28751,28030,"RABUSERA (LA)"
28752,28901,"PEÑOTES (LOS)"
28753,28901,MAZACORTA
28754,28901,"NAVAS DE BUITRAGO"
28754,28902,MANJIRON
28755,28001,"ACEBEDA (LA)"
28755,28070,"CERCADOS-EL LOMO (LOS)"
28755,28078,MADARCOS
28755,28126,ROBREGORDO
28756,28143,SOMOSIERRA
28760,28079,MADRID
28760,28903,"TRES CANTOS"
28770,28045,"COLMENAR VIEJO"
28791,28144,"SOTO DEL REAL"
28792,28085,"HUELGAS (LAS)"
28794,28067,"GUADALIX DE LA SIERRA"
28801,28005,"ALCALA DE HENARES"
28802,28005,"ALCALA DE HENARES"
28803,28005,"ECCE HOMO Y CUESTA DE ZUL"
28804,28005,"ALCALA DE HENARES"
28805,28005,"ALCALA DE HENARES"
28806,28005,"ALCALA DE HENARES"
28807,28004,"ALAMO (EL)"
28807,28005,"ALCALA DE HENARES"
28810,28172,"VISO (EL)"
28811,28048,CORPA
28812,28111,"CAMINOS (LOS)"
28812,28166,"VALVERDE DE ALCALA"
28813,28116,"POZUELO DEL REY"
28813,28154,"TORRES DE LA ALAMEDA"
28814,28053,"DAGANZO DE ARRIBA"
28815,28057,"JARDIN DE SERRACINES"
28815,28122,"ZARZUELA DEL MONTE"
28816,28032,"PRACTICANTE (EL)"
28816,28156,"CARDOSA (LA)"
28817,28137,"SANTOS DE LA HUMOSA (LOS)"
28818,28012,"CERRO DE MIRALBUENO"
28818,28136,SANTORCAZ
28821,28049,COSLADA
28822,28049,COSLADA
28823,28049,COSLADA
28830,28130,"SAN FERNANDO DE HENARES"
28840,28084,VALDECELADA
28850,28148,"TORREJON DE ARDOZ"
28860,28104,"PARACUELLOS DE JARAMA"
28861,28104,"BERROCALES DEL JARAMA"
28862,28104,"BELVIS DE JARAMA"
28863,28041,COBEÑA
28864,28002,AJALVIR
28880,28083,MECO
28890,28075,"MONTE (EL)"
28891,28167,"VELILLA DE SAN ANTONIO"
28901,28065,GETAFE
28902,28065,GETAFE
28903,28065,GETAFE
28904,28065,GETAFE
28905,28065,GETAFE
28906,28065,GETAFE
28907,28065,"BERCIAL (EL)"
28909,28065,"PERALES DEL RIO"
28911,28074,LEGANES
28912,28074,LEGANES
28913,28007,ALCORCON
28913,28074,LEGANES
28914,28074,LEGANES
28915,28074,LEGANES
28916,28074,LEGANES
28917,28074,FORTUNA
28918,28074,FORTUNA
28919,28074,LEGANES
28921,28007,ALCORCON
28922,28007,ALCORCON
28923,28007,ALCORCON
28924,28007,ALCORCON
28924,28047,"ESTACION (LA)"
28925,28007,ALCORCON
28931,28092,MOSTOLES
28932,28092,MOSTOLES
28933,28092,MOSTOLES
28934,28092,MOSTOLES
28935,28092,MOSTOLES
28936,28092,"COMBOS (LOS)"
28937,28092,MOSTOLES
28938,28092,MOSTOLES
28939,28015,CASTAÑERAS
28939,28017,"MONTE DE BATRES"
28941,28058,FUENLABRADA
28942,28058,LORANCA
28943,28058,FUENLABRADA
28944,28058,FUENLABRADA
28945,28058,FUENLABRADA
28946,28058,FUENLABRADA
28947,28058,FUENLABRADA
28950,28089,"MORALEJA DE ENMEDIO"
28970,28073,"HUMANES DE MADRID"
28971,28066,GRIÑON
28976,28017,"OLIVOS (LOS)"
28977,28036,CASARRUBUELOS
28978,28050,"ARROYADAS (LAS)"
28979,28140,"SERRANILLOS DEL VALLE"
28981,28106,"HUMANEJOS Y EL PRADO"
28982,28106,PARLA
28983,28106,PARLA
28984,28106,PARLA
28990,28150,"TORREJON DE VELASCO"
28991,28149,"TORREJON DE LA CALZADA"
29001,29067,MALAGA
29002,29067,MALAGA
29003,29067,MALAGA
29004,29067,CHURRIANA
29005,29067,MALAGA
29006,29067,MALAGA
29007,29067,MALAGA
29008,29067,MALAGA
29009,29067,MALAGA
29010,29038,ESTACION
29010,29067,MALAGA
29011,29067,MALAGA
29012,29067,MALAGA
29013,29067,MALAGA
29014,29067,MALAGA
29015,29067,MALAGA
29016,29067,MALAGA
29017,29067,MALAGA
